wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: st125985 (st125985-asian-institute-of-technology) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run vm4hu445
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /home/dsia-st125985/SpineVQA/wandb/run-20260610_075903-vm4hu445
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run E3a-LocalizationContrastive-NewSplit
wandb: ⭐️ View project at https://wandb.ai/st125985-asian-institute-of-technology/SpineVQA-CL
wandb: 🚀 View run at https://wandb.ai/st125985-asian-institute-of-technology/SpineVQA-CL/runs/vm4hu445
================================================================================
E3a: Localization-Aware Contrastive Learning
Positive pair = same disease AND same spinal level pattern
================================================================================
Device: cuda

Loading datasets...
Train samples: 49,617
Val samples:   12,409
Test samples:  2,128

Class counts:
  Subarticular Stenosis              :  10914 | weight=0.017
  Foraminal stenosis                 :   6774 | weight=0.028
  Healthy                            :   4216 | weight=0.045
  Osteophytes                        :   3144 | weight=0.060
  Spinal Canal Stenosis              :   1938 | weight=0.097
  cervical Lordosis                  :   1276 | weight=0.147
  Straight cervical vertebrae        :   1230 | weight=0.153
  sigmoid cervical vertebrae         :    692 | weight=0.272
  cervical Kyphosis                  :    309 | weight=0.609
  Disc space narrowing               :    148 | weight=1.271
  Spondylolisthesis                  :     62 | weight=3.033
  Vertebral collapse                 :     30 | weight=6.269

Training...
================================================================================
Epoch |     Loss |     Task |      Con | TrainCls |   ValCls |   ValLoc | ValOverall | Save
--------------------------------------------------------------------------------
wandb: WARNING Fatal error while uploading data. Some run data will not be synced, but it will still be written to disk. Use `wandb sync` at the end of the run to try uploading.
Epoch 01 | Step 0000/3102 | Loss 3.9675 | Task 3.1745 | Con 2.6435
Epoch 17 | Step 3100/3102 | Loss 1.8385 | Task 1.1281 | Con 2.3681
   17 |   1.7208 |   1.1021 |   2.0623 |    86.14 |    86.32 |    54.62 |      74.24 | 
Epoch 18 | Step 0000/3102 | Loss 1.6356 | Task 1.0979 | Con 1.7924
Epoch 18 | Step 0100/3102 | Loss 2.2782 | Task 1.6151 | Con 2.2105
Epoch 18 | Step 0200/3102 | Loss 1.0186 | Task 0.4847 | Con 1.7798
Epoch 18 | Step 0300/3102 | Loss 1.1068 | Task 1.1068 | Con 0.0000
Epoch 18 | Step 0400/3102 | Loss 2.2610 | Task 1.6514 | Con 2.0320
Epoch 18 | Step 0500/3102 | Loss 2.3109 | Task 1.7953 | Con 1.7185
Epoch 18 | Step 0600/3102 | Loss 1.2603 | Task 0.4505 | Con 2.6993
Epoch 18 | Step 0700/3102 | Loss 1.1775 | Task 0.3674 | Con 2.7001
Epoch 18 | Step 0800/3102 | Loss 1.8161 | Task 1.1340 | Con 2.2737
Epoch 18 | Step 0900/3102 | Loss 1.5632 | Task 0.9572 | Con 2.0199
Epoch 18 | Step 1000/3102 | Loss 1.4366 | Task 0.9734 | Con 1.5439
Epoch 18 | Step 1100/3102 | Loss 1.4897 | Task 0.7562 | Con 2.4451
Epoch 18 | Step 1200/3102 | Loss 2.0600 | Task 1.3804 | Con 2.2653
Epoch 18 | Step 1300/3102 | Loss 1.0733 | Task 0.8137 | Con 0.8656
Epoch 18 | Step 1400/3102 | Loss 1.4817 | Task 0.6047 | Con 2.9231
Epoch 18 | Step 1500/3102 | Loss 1.7525 | Task 0.9791 | Con 2.5778
Epoch 18 | Step 1600/3102 | Loss 1.3436 | Task 0.7098 | Con 2.1126
Epoch 18 | Step 1700/3102 | Loss 0.7481 | Task 0.2384 | Con 1.6990
Epoch 18 | Step 1800/3102 | Loss 0.7897 | Task 0.4199 | Con 1.2326
Epoch 18 | Step 1900/3102 | Loss 1.0229 | Task 0.5433 | Con 1.5984
Epoch 18 | Step 2000/3102 | Loss 4.2523 | Task 3.7450 | Con 1.6912
Epoch 18 | Step 2100/3102 | Loss 2.3788 | Task 1.6433 | Con 2.4516
Epoch 18 | Step 2200/3102 | Loss 1.3034 | Task 0.6490 | Con 2.1813
Epoch 18 | Step 2300/3102 | Loss 1.0894 | Task 0.5677 | Con 1.7388
Epoch 18 | Step 2400/3102 | Loss 1.9441 | Task 1.2706 | Con 2.2451
Epoch 18 | Step 2500/3102 | Loss 1.2927 | Task 0.7878 | Con 1.6829
Epoch 18 | Step 2600/3102 | Loss 1.6182 | Task 1.0096 | Con 2.0286
Epoch 18 | Step 2700/3102 | Loss 1.2210 | Task 0.6506 | Con 1.9016
Epoch 18 | Step 2800/3102 | Loss 1.0948 | Task 0.5131 | Con 1.9388
Epoch 18 | Step 2900/3102 | Loss 1.5603 | Task 0.7609 | Con 2.6645
Epoch 18 | Step 3000/3102 | Loss 1.3987 | Task 0.7578 | Con 2.1363
Epoch 18 | Step 3100/3102 | Loss 1.3570 | Task 0.7561 | Con 2.0028
   18 |   1.7084 |   1.0879 |   2.0681 |    86.63 |    86.70 |    57.22 |      75.46 | 
Epoch 19 | Step 0000/3102 | Loss 1.4115 | Task 1.0264 | Con 1.2837
Epoch 19 | Step 0100/3102 | Loss 1.1305 | Task 0.4736 | Con 2.1898
Epoch 19 | Step 0200/3102 | Loss 1.2371 | Task 0.7764 | Con 1.5354
Epoch 19 | Step 0300/3102 | Loss 2.2249 | Task 1.6627 | Con 1.8743
Epoch 19 | Step 0400/3102 | Loss 1.1065 | Task 0.4299 | Con 2.2554
Epoch 19 | Step 0500/3102 | Loss 1.4142 | Task 0.6589 | Con 2.5174
Epoch 19 | Step 0600/3102 | Loss 1.5255 | Task 0.9802 | Con 1.8178
Epoch 19 | Step 0700/3102 | Loss 1.4431 | Task 0.7262 | Con 2.3898
Epoch 19 | Step 0800/3102 | Loss 1.6532 | Task 1.3147 | Con 1.1281
Epoch 19 | Step 0900/3102 | Loss 1.3181 | Task 0.8213 | Con 1.6559
Epoch 19 | Step 1000/3102 | Loss 1.5282 | Task 0.9970 | Con 1.7706
Epoch 19 | Step 1100/3102 | Loss 1.6278 | Task 1.0557 | Con 1.9069
Epoch 19 | Step 1200/3102 | Loss 1.2171 | Task 0.6753 | Con 1.8061
Epoch 19 | Step 1300/3102 | Loss 1.2002 | Task 0.8974 | Con 1.0095
Epoch 19 | Step 1400/3102 | Loss 1.8630 | Task 1.2953 | Con 1.8921
Epoch 19 | Step 1500/3102 | Loss 3.1931 | Task 2.4564 | Con 2.4555
Epoch 19 | Step 1600/3102 | Loss 0.7316 | Task 0.7316 | Con 0.0000
Epoch 19 | Step 1700/3102 | Loss 1.6898 | Task 1.0743 | Con 2.0517
Epoch 19 | Step 1800/3102 | Loss 3.0179 | Task 1.9909 | Con 3.4232
Epoch 19 | Step 1900/3102 | Loss 0.7625 | Task 0.1736 | Con 1.9628
Epoch 19 | Step 2000/3102 | Loss 1.8725 | Task 1.1227 | Con 2.4993
Epoch 19 | Step 2100/3102 | Loss 1.8162 | Task 1.3315 | Con 1.6156
Epoch 19 | Step 2200/3102 | Loss 1.0338 | Task 0.5812 | Con 1.5085
Epoch 19 | Step 2300/3102 | Loss 1.0931 | Task 0.5780 | Con 1.7169
Epoch 19 | Step 2400/3102 | Loss 1.3165 | Task 0.5737 | Con 2.4760
Epoch 19 | Step 2500/3102 | Loss 0.9848 | Task 0.5249 | Con 1.5332
Epoch 19 | Step 2600/3102 | Loss 0.9798 | Task 0.4391 | Con 1.8025
Epoch 19 | Step 2700/3102 | Loss 1.0001 | Task 0.5088 | Con 1.6378
Epoch 19 | Step 2800/3102 | Loss 1.6117 | Task 1.0921 | Con 1.7322
Epoch 19 | Step 2900/3102 | Loss 2.0809 | Task 1.4472 | Con 2.1123
Epoch 19 | Step 3000/3102 | Loss 1.3158 | Task 0.7910 | Con 1.7494
Epoch 19 | Step 3100/3102 | Loss 1.0652 | Task 0.6031 | Con 1.5406
   19 |   1.7045 |   1.0848 |   2.0657 |    86.61 |    87.55 |    57.28 |      76.01 | ✓
Epoch 20 | Step 0000/3102 | Loss 5.1831 | Task 4.7206 | Con 1.5418
Epoch 20 | Step 0100/3102 | Loss 1.8682 | Task 1.1446 | Con 2.4121
Epoch 20 | Step 0200/3102 | Loss 1.2480 | Task 0.5468 | Con 2.3373
Epoch 20 | Step 0300/3102 | Loss 1.5962 | Task 1.0698 | Con 1.7547
Epoch 20 | Step 0400/3102 | Loss 1.8393 | Task 1.3317 | Con 1.6920
Epoch 20 | Step 0500/3102 | Loss 4.4200 | Task 3.7653 | Con 2.1825
Epoch 20 | Step 0600/3102 | Loss 3.3318 | Task 2.7167 | Con 2.0503
Epoch 20 | Step 0700/3102 | Loss 1.2908 | Task 0.6851 | Con 2.0190
Epoch 20 | Step 0800/3102 | Loss 1.5258 | Task 0.8982 | Con 2.0920
Epoch 20 | Step 0900/3102 | Loss 1.8083 | Task 0.9456 | Con 2.8757
Epoch 20 | Step 1000/3102 | Loss 1.4325 | Task 0.6593 | Con 2.5774
Epoch 20 | Step 1100/3102 | Loss 1.8478 | Task 1.2924 | Con 1.8515
Epoch 20 | Step 1200/3102 | Loss 1.5136 | Task 0.8364 | Con 2.2574
Epoch 20 | Step 1300/3102 | Loss 1.5648 | Task 1.0315 | Con 1.7775
Epoch 20 | Step 1400/3102 | Loss 1.4833 | Task 0.8900 | Con 1.9779
Epoch 20 | Step 1500/3102 | Loss 1.1362 | Task 0.6426 | Con 1.6454
Epoch 20 | Step 1600/3102 | Loss 1.5498 | Task 0.8531 | Con 2.3224
Epoch 20 | Step 1700/3102 | Loss 0.8915 | Task 0.3579 | Con 1.7789
Epoch 20 | Step 1800/3102 | Loss 1.3101 | Task 0.5908 | Con 2.3978
Epoch 20 | Step 1900/3102 | Loss 2.1015 | Task 1.4991 | Con 2.0081
Epoch 20 | Step 2000/3102 | Loss 3.1894 | Task 2.6729 | Con 1.7216
Epoch 20 | Step 2100/3102 | Loss 1.9386 | Task 1.2980 | Con 2.1353
Epoch 20 | Step 2200/3102 | Loss 1.3513 | Task 0.6868 | Con 2.2151
Epoch 20 | Step 2300/3102 | Loss 2.0118 | Task 1.2554 | Con 2.5213
Epoch 20 | Step 2400/3102 | Loss 0.9728 | Task 0.9728 | Con 0.0000
Epoch 20 | Step 2500/3102 | Loss 2.4508 | Task 1.7536 | Con 2.3240
Epoch 20 | Step 2600/3102 | Loss 2.2324 | Task 1.6854 | Con 1.8232
Epoch 20 | Step 2700/3102 | Loss 1.4471 | Task 0.8570 | Con 1.9671
Epoch 20 | Step 2800/3102 | Loss 2.2929 | Task 1.5318 | Con 2.5372
Epoch 20 | Step 2900/3102 | Loss 0.6971 | Task 0.1918 | Con 1.6840
Epoch 20 | Step 3000/3102 | Loss 0.9789 | Task 0.2822 | Con 2.3222
Epoch 20 | Step 3100/3102 | Loss 1.1130 | Task 0.7340 | Con 1.2632
   20 |   1.7080 |   1.0853 |   2.0758 |    86.54 |    87.37 |    58.78 |      76.47 | ✓
================================================================================

Best Val Overall: 76.47%
Best Epoch: 20
Best checkpoint: /home/dsia-st125985/SpineVQA/models/E3a_best.pth

FINAL TEST EVALUATION
Loading best validation checkpoint...
wandb: updating run metadata
wandb: 
wandb: Run history:
wandb:             best_epoch ▁
wandb:       best_val_overall ▁
wandb:                  epoch ▁▁▂▂▂▃▃▄▄▄▅▅▅▆▆▇▇▇██
wandb:           test_cls_acc ▁
wandb:     test_loc_exact_acc ▁
wandb:       test_overall_acc ▁
wandb:         test_precision ▁
wandb:            test_recall ▁
wandb:          train_cls_acc ▁▅▆▆▇▇▇▇▇▇▇█████████
wandb: train_contrastive_loss █▅▄▃▃▂▂▃▂▃▂▁▂▂▂▁▁▁▁▂
wandb:                     +7 ...
wandb: 
wandb: Run summary:
wandb:             best_epoch 20
wandb:       best_val_overall 76.46869
wandb:                  epoch 20
wandb:           test_cls_acc 56.02837
wandb:     test_loc_exact_acc 49.1
wandb:       test_overall_acc 52.77256
wandb:         test_precision 66.92
wandb:            test_recall 73.03667
wandb:          train_cls_acc 86.53565
wandb: train_contrastive_loss 2.07584
wandb:                     +7 ...
wandb: 
wandb: 🚀 View run E3a-LocalizationContrastive-NewSplit at: https://wandb.ai/st125985-asian-institute-of-technology/SpineVQA-CL/runs/vm4hu445
wandb: ⭐️ View project at: https://wandb.ai/st125985-asian-institute-of-technology/SpineVQA-CL
wandb: Synced 2 W&B file(s), 0 media file(s), 0 artifact file(s) and 0 other file(s)
wandb: Find logs at: ./wandb/run-20260610_075903-vm4hu445/logs

E3a FINAL TEST RESULTS:
  Disease Acc:  56.03%
  Loc Acc:      49.10%
  Precision:    66.92%
  Recall:       73.04%
  Overall:      52.77%

Comparison:
  E1a baseline overall: 33.27%
  E4b current best:     58.32%
  E3a tests whether strict disease+level contrastive loss helps.
